,sentences1,sentences2,is_similar
17899,dad is planning to take this along to the fair  while it is not hand made  he hopes that somebody will be interested ,the arrangement is prepared before placing in a vase ,0
17900,when i went on vacation last year i saw some interesting things ,there were a lot of unique trees there ,1
17901,when i went on vacation last year i saw some interesting things ,i went to the bar to meet my friends ,0
17902,there were a lot of unique trees there ,they were all very old ,1
17903,there were a lot of unique trees there , male  loved being on his soccer team ,0
17904,they were all very old ,they were very unique ,1
17905,they were all very old ,he got an early start ,0
17906,they were very unique ,i took some samples of them ,1
17907,they were very unique ,my family came into town ,0
17908,i finally arrived at zuni ,i stayed there all the way until it was night time ,1
17909,i finally arrived at zuni ,cycling is very popular in our city ,0
17910,i stayed there all the way until it was night time ,when it was dark  i wanted to explore the city ,1
17911,i stayed there all the way until it was night time ,i had a great time outside yesterday ,0
17912,when it was dark  i wanted to explore the city ,unfortunately  it was extremely empty for some reason ,1
17913,when it was dark  i wanted to explore the city ,the annual pool tournament of guys vs girls had commenced ,0
17914,unfortunately  it was extremely empty for some reason ,i ended up getting a drink at a local cafe ,1
17915,unfortunately  it was extremely empty for some reason ,the calm before the snow storm comes into town ,0
17916,they finished their performance for the crowd ,the basketball player was pumped up after the performance ,1
17917,they finished their performance for the crowd ,everyone filed in to the glass  covered auditorium to see the presentation ,0
17918,the basketball player was pumped up after the performance ,this man jumped high into the air ,1
17919,the basketball player was pumped up after the performance ,a strange tradition at my college is the fireworks  lit night race ,0
17920,this man jumped high into the air ,this player prepared his next shot ,1
17921,this man jumped high into the air ,the arrangement is prepared before placing in a vase ,0
17922,this player prepared his next shot ,the team in white dominated the team in yellow ,1
17923,this player prepared his next shot ,it s a gathering for the fall birthdays within our family ,0
17924, male  and  female  posing for a picture while waiting for the show to start , female  brought little suzy along to keep her entertained ,1
17925, male  and  female  posing for a picture while waiting for the show to start ,we moved offices earlier this week ,0
17926, female  brought little suzy along to keep her entertained , female  rocking the pink cowboy hat like only she can ,1
17927, female  brought little suzy along to keep her entertained ,today  we decided to take a trip to the beachi got in my car and started the engine to begin my journey ,0
17928, female  rocking the pink cowboy hat like only she can ,the light started to fade and the music started ,1
17929, female  rocking the pink cowboy hat like only she can ,after dinner the family began to walk home and saw someone selling glow sticks which the kids played with all night the next morning the family went sledding and i stayed inside because i had a little peace and quiet without the kids,0
17930,the light started to fade and the music started , male  dancing to the beat of the music ,1
17931,the light started to fade and the music started ,to have a little something special for our memory books we decided to take photos in the location filter ,0
17932,a day at the races with my family ,my favorite   55 my dad likes car  19 ,1
17933,a day at the races with my family ,going to the protest in location ,0
17934,my favorite   55 my dad likes car  19 ,rooting for different drivers makes the races exciting for my family ,1
17935,my favorite   55 my dad likes car  19 ,thanksgiving time is here  we went into the city to see friends ,0
17936,rooting for different drivers makes the races exciting for my family ,my brother is a fan of car  21 ,1
17937,rooting for different drivers makes the races exciting for my family ,the class arrives for graduation ,0
