,sentences1,sentences2,is_similar
20297,she ca nt decide which pumpkin she wants to take home,can i take,1
20298,she ca nt decide which pumpkin she wants to take home,day out the lake,0
20299,i went to the store,i bought a writer,1
20300,i went to the store,there were people relaxing in the living room,0
20301,i bought a writer,i tons of there were necklaces,1
20302,i bought a writer,this out beer,0
20303,i tons of there were necklaces,i bought an old,1
20304,i tons of there were necklaces,students gathered to listen,0
20305,dad were  but she needed a,come get a,1
20306,dad were  but she needed a, signed up for the local marathon,0
20307,come get a,the man sees just 9 pins fall,1
20308,come get a,the family went out,0
20309,the man sees just 9 pins fall,go for,1
20310,the man sees just 9 pins fall,i took the out to play some games,0
20311,go for,about to try for another,1
20312,go for,i filled the vase up with water,0
20313,about to try for another,she loved loved the fish most of all,1
20314,about to try for another,the family went bowling,0
20315,two office coworkers sent notes,they were playful,1
20316,two office coworkers sent notes,my first party in the,0
20317,they were playful,one had nice handwriting,1
20318,they were playful,i sat down to my life,0
20319,one had nice handwriting,i noticed they blushed,1
20320,one had nice handwriting,these are the we carved that halloween,0
20321,i noticed they blushed,they always meet in the bathroom after reading notes,1
20322,i noticed they blushed,we had a and cook of ordering out,0
20323,today is i decided to take a picture of the wedding site,the marriage certificate makes everything official however,1
20324,today is i decided to take a picture of the wedding site,i had a cappuccino and was my favorite book,0
20325,the marriage certificate makes everything official however,my family decided to visit my house,1
20326,the marriage certificate makes everything official however,there was a bbq contest,0
20327,my family decided to visit my house,everyone was too energetic,1
20328,my family decided to visit my house,i hopped in my bus to being work,0
20329,it was veteran s day and the weather was for a parade,each branch of the service sent representatives to honor the day,1
20330,it was veteran s day and the weather was for a parade,to go vacation to,0
20331,each branch of the service sent representatives to honor the day,veterans and supporters came,1
20332,each branch of the service sent representatives to honor the day,i made of food,0
20333,veterans and supporters came,there was a large crowd,1
20334,there was a large crowd,the highlight was when the vice president arrived make speech,1
20335,there was a large crowd,we  i looked i started,0
20336,a concert was held in,dancers stood,1
20337,a concert was held in,my family had their annual reunion,0
20338,dancers stood,the guitarist played a solo,1
20339,dancers stood,our school marching band looked sharp,0
20340,the guitarist played a solo,the bassist pointed his instrument,1
20341,the bassist pointed his instrument,the lead singer pointed his finger at the crowd,1
20342,the bassist pointed his instrument,last night s party was really wild,0
20343,the halloween party was kicking off,was a,1
20344,the halloween party was kicking off,this looks like a place to have a graduation,0
20345,was a,it looked realistic,1
20346,was a,i arrived and i felt nervous,0
20347,it looked realistic,the blood was everywhere,1
20348,it looked realistic,tonight we rave,0
20349,the blood was everywhere,not a place was nt touched,1
20350,the blood was everywhere,we to help clean the school,0
20351,this concert was really,there were a crowd involved,1
20352,this concert was really,these were some shots i took,0
20353,there were a crowd involved,performers were talented and got people excited for the party,1
20354,there were a crowd involved,the stands were full of students,0
20355,performers were talented and got people excited for the party,we had  dancing and making memories,1
20356,performers were talented and got people excited for the party,today is the day she is attending her first wedding,0
20357,i took a trip through location location,my research lead to the church my grandmother was baptized,1
20358,i took a trip through location location,there s no better way enjoying a trip,0
20359,my research lead to the church my grandmother was baptized,the cemetery my ancestors are buried,1
20360,my research lead to the church my grandmother was baptized,day at school,0
20361,the cemetery my ancestors are buried,i reflected upon the lives they had,1
20362,the cemetery my ancestors are buried,the night started off slow enough,0
20363,i reflected upon the lives they had,i had to unwind at this pub,1
20364,i reflected upon the lives they had,there was lots to see at,0
20365,is the happy couple on vacation,i  m in the rocket taking a drive,1
20366,is the happy couple on vacation,there are types of horns,0
20367,i  m in the rocket taking a drive,my wife is trying out her rocket,1
20368,i  m in the rocket taking a drive,the bakery was stocked with goods,0
20369,my wife is trying out her rocket,checking out the control panels,1
20370,my wife is trying out her rocket,i had a time at the house party,0
20371,checking out the control panels,i can drive,1
20372,checking out the control panels,we,0
20373,the soccer match was hotly contested,teammates,1
20374,the soccer match was hotly contested,was a,0
20375,teammates,one player patrols his area of the field,1
20376,teammates,it s  female s christening,0
20377,one player patrols his area of the field,players milled around during a stoppage,1
20378,one player patrols his area of the field,everyone is excited,0
20379,players milled around during a stoppage,the game ended with the team kicking the ball,1
20380,players milled around during a stoppage,we arrive,0
20381,male  went on a tour,she talked with her staff,1
20382,male  went on a tour,a truck stop can be a place,0
20383,she talked with her staff,she gave speech,1
20384,she talked with her staff,two ladies are enjoying the mall,0
20385,she gave speech,she met some politicians,1
20386,she gave speech,he had been practicing all year for role playing tournament,0
20387,she met some politicians,she met  the they,1
20388,she met some politicians,visited my family for church services,0
